Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon) ,What are your main areas of focus for your journalism? ,Where do you publish your work?,Other info for short self-description 
11/6/2022 5:18:26,Yorick A.K. Dupon,@yorickdupon@mstdn.social,yorickdupon,"Tech, social media",HLN.be,Co-founder of Tandem Tech

11/6/2022 5:25:39,Naomi O'Leary,@naomiohreally@mastodon.world,NaomiOhReally,European current affairs and politics from an Irish perspective,Irish Times and The Irish Passport podcast,"I'm the Irish Times Europe Correspondent, I was named political journalist of the year in Ireland's newspaper industry awards in 2021, I'm the host of the Irish Passport podcast which explains the historical backstory to current events"

11/6/2022 5:27:46,Martin W. Angler,@martinangler@mastodon.social,@martinangler,"Environment, psychology, medicine, biology, technology","Daily papers: NZZ, SZ, magazines: GEO, PM",Author of journalism textbooks SCIENCE JOURNALISM and TELLING SCIENCE STORIES. Writing pieces in English and German. 

11/6/2022 5:45:29,Peter Sterne,@petersterne@mastodon.social,@petersterne,"Media, politics, technology","City & State, New York Focus, New York magazine, CJR","Freelance journalist and editor. Previously managing editor at New York Focus, senior reporter at Freedom of the Press Foundation, and media reporter at Politico."

11/6/2022 6:04:08,Steve Trimble,@TheDEWLine@toot.site,@TheDEWLine,"Aerospace, aviation, defense, natsec, military, OSINT",AviationWeek.com,"Writes stuff about military aircraft, missiles and the defense industry"

11/6/2022 6:16:42,Brandi Buchman,Brandi_Buchman@mstdn.social,,"January 6 probe, Oath Keepers and Proud Boys trial coverage",Daily Kos,I also cover all things related to the multiple ongoing criminal probes of Donald Trump

11/6/2022 6:36:56,J. Emory Parker,@jaspar@mastodon.online,@jaspar,"Data, Dataviz, Health, Life Sciences",Statnews.com,

11/6/2022 6:59:01,Zac Crellin,@zacrellin@journa.host,@zacrellin,World news,DW News,

11/6/2022 7:04:32,Dr. Juneman Abraham,@juneman@c.im,@keincaled,"Psychology, Indonesia",Indonesia,"I am an Indonesian social psychologist working for 'Indonesian Psychologist' ('Psikologi Indonesia') Bulletin; E-ISSN 2685-7758. More about me, please visit http://about.me/juneman "

11/6/2022 7:13:19,Wilfred Chan,wilf@social.coop,wilfredchan,"Tech, labor, housing, NYC","The Guardian, Curbed (New York Magazine)",

11/6/2022 7:18:30,Jeff Craven,@jeffbcraven@mas.to,@jeffbcraven,Medical and regulatory news,"Medscape, MDedge, RAPS",

11/6/2022 7:21:13,Wendy Siegelman,@wendysiegelman@mastodon.social,@wendysiegelman,"Open source research, kleptocracy, financial networks, corruption, politics,",NewsTRACS.com,Independent journalist

11/6/2022 7:26:16,Mike DiGirolamo,@MikeDiGirolamo@mastodon.social,@MikeDiGirolamo,"Environment, Climate Change, Conservation",Mongabay,I produce and host podcasts and video for Mongabay.com.

11/6/2022 7:36:45,Ed Bott,@edbott@mastodon.social,@edbott,"Tech, US politics",edbott.substack.com,"Author of many books on Microsoft tech, ex-ZDNet"

11/6/2022 7:47:00,Benjamin Felton, @benfeltondef@mastodon.nz ,@benfeltondef,"Defence, OSINT, Maritime Security, Climate Security","Freelance: Australian Defence Magazine, Asia Pacific Defence Reporter, Naval News, USNI News Overt Defense",

11/6/2022 7:47:56,Rob Brunner,@robbrunnerdc@toot.community,@RobBrunnnerDC,Life in Washington DC,Washingtonian,

11/6/2022 7:48:42,Chris Bidmead,@bidmead@mstdn.social,@chbid,"IT, scriptwriting",testedtechnology.co.uk,ex-Doctor Who script editor and script writer.

11/6/2022 7:50:43,Alex Davis,@buzzerblog@mstdn.social,@buzzerblog,"Unscripted television, game shows, games",BuzzerBlog and syndicated out,"Reporting on unscripted television for 18+ years. Most known name in game show news, reviews, and opinions."

11/6/2022 7:50:55,David Dore,@davidfinneas@mstdn.social,,"Central Massachusetts, community journalism","Leominster Champion, Millbury-Sutton Chronicle, The Grafton News",Ink-stained wretch (aka newspaper journalist) for 20 years

11/6/2022 7:59:03,Steve DaSilva,@PoolOnTheRuf@mastodon.lol,PoolOnTheRuf,Cars/Automotive,Jalopnik,

11/6/2022 7:59:32,Justin Hendrix,@justinhendrix@mastodon.social,@justinhendrix,tech and tech policy,https://techpolicy.press,Tech & Democracy

11/6/2022 8:00:58,Ethan Edward Coston,@ethanedward@mastodon.social,@emdashEthan,Politics,"Spotlight PA, CalMatters, Prism, and local outlets in San Diego",I'm currently an associate editor at The American Independent and a freelance reporter. I've previously covered PA politics for Spotlight PA and I was a CalMatters CJN fellow.

11/6/2022 8:22:12,Jocelyn Luizzi,@jocelyn@mastodon.coffee,lifewithjoce,"Books, Movies, TV Shows",writethroughthenight.com,freelance writer and founder of write through the night

11/6/2022 8:27:53,Touch Fluffy Tail,@fluffy@social.handholding.io,@0xTFT,"corruption, disinfo, foxgirls, crypto",https://social.handholding.io/@fluffy,Hero of Justice and Savior of the Fediverse (4/15/2020)

11/6/2022 8:31:14,Christopher Wiggins,@cwnewser@journa.host,@CWNewser,"Politics, Law, Public Policy and Intersection with LGBTQ+ Community",The Advocate,Iâm based out of DC.

11/6/2022 8:31:53,Steven I. Weiss,@siw@journa.host,steveniweiss,"Investigative, data-driven, finance, econ, business.","Slate, Atlantic, many other publications.",Currently senior staff writer at Inc Magazine. Announcement of new gig coming soon.

11/6/2022 8:33:52,John Lorinc,@lorinc@mastodon.sdf.org,@johnlorinc,"Cities, climate, cleantech. ","Spacing, Globe and Mail, Walrus, Corporate Knights, Toronto Star","Non-fiction editor, Coach House Books, author, Dream States: Smart Cities, Technology & the Pursuit of Urban Utopias (2022)."

11/6/2022 8:34:28,Anders Halverson,@andershalverson@sciencemastodon.com,@AHalvers,"Science, Environmental",,

11/6/2022 8:35:47,Swapna Krishna ,@skrishna@mastodon.social,skrishna,"space, science, tech, video games","Wired, Freelance ",

11/6/2022 8:35:52,Judd Legum,@juddlegum@journa.host,@juddlegum,"corporate power, money in politics",popular.info,

11/6/2022 8:38:23,David Todd McCarty ,@davidtoddmccarty@me.dm,@Davidtmccarty ,"Politics, Culture, Science ","The Standard, Medium",

11/6/2022 8:40:14,Evan Urquhart,@e_urq@journa.host,@e_urq,"transgender issues, media criticism, video games (past)","Slate.com, assignedmedia.org",I monitor anti-trans propaganda in the US right wing media and cover its impacts on the mainstream press

11/6/2022 8:43:00,Andrea Star Reese,@andreastarreese@journa.host,@andreastarreese,Photojournalism/Documentary ,Freelance,#Photojournalist #DocumentaryInvestigativePhotography #LucieAwardDISORDER RT/Follow/â¤ï¸is not endorsement = save. BOOK: #URBANCAVE_@ http://www.FotoEvidence.com

11/6/2022 8:46:14,Meg Maker,@megmaker@mastodon.social,@megmaker,"Food, Wine, Foodways, Agriculture",Freelance and Terroir Review,"Independent researcher and writer about nature, culture, food, wine, and place. Also an illustrator and visual storyteller."

11/6/2022 8:50:25,Danielle Alberti,daniellealberti,daniellealberti,Data visualization,Axios,"Axios managing editor, data visualization"

11/6/2022 8:51:11,Brandon Keim,@9brandon@mastodon.social,@9brandon,"Animals, nature, environment & science","New York Times, The Atlantic, National Geographic, Nautilus et al.",

11/6/2022 8:51:15,MarÃ­a RamÃ­rez,mariaramirez@mstdn.social,Mariaramirezny,"International journalism, writing, digital innovation ",elDiario.es,"Deputy Managing Editor, international correspondent, Nieman fellow at Harvard, Columbia J-School grad "

11/6/2022 9:02:23,Larry Loeb,@larryloeb@twit.social,@larryloeb,Security,,

11/6/2022 9:08:22,Dave Levitan,@davelevitan@journa.host,@davelevitan,"Climate, science, policy",https://www.grid.news/,"Current climate reporter at Grid, long-time freelancer everywhere. http://www.davelevitan.com/ "

11/6/2022 9:20:34,Tu Thanh Ha,@TuThanhHa@mastodon.world,@TuThanhHa,,The Globe and Mail,

11/6/2022 9:22:34,Levi Sumagaysay ,@levisu@sfba.social,Levisu,"Gig economy, tech and inequality, corporate accountability ",MarketWatch,Longtime Silicon Valley tech reporter and editor

11/6/2022 9:23:11,Le Nouvel Arbre Mondial,https://cdrom.tokyo/nouvelarbremondial,Erzender,French politics,cdrom.tokyo,These are short fr podcasts that may focus on ecosocialism progress

11/6/2022 9:25:04,Jeremy Ranting,@jeremy@floss.social,,Independent travel / web / tech / media content creator.,,

11/6/2022 9:25:50,Nithin Coca,ncoca@social.coop,@excinit,"Environment, Human Rights, Asia","Al Jazeera, The Nation, Nikkei Asia, Foreign Policy",

11/6/2022 9:27:57,Jack Gillum,@jgillum@mastodon.social,@jackgillum,Cybersecurity and technology,Bloomberg.com,"Investigative reporter at Bloomberg News, focusing on cyber and tech"

11/6/2022 9:30:43,Cyrus Farivar,@cfarivar@sfba.social,cfarivar,"Tech, surveillance, Silicon Valley ",Forbes,

11/6/2022 9:39:19,Adam Gaffin,@universalhub@mastodon.online,universalhub,Boston,https://universalhub.com,

11/6/2022 9:45:07,Larry Felton Johnson,@larryfeltonj@journa.host,@larryfeltonj,county-level local coverage for Cobb County GA,Cobb County Courier,"I'm the Editor and Publisher, but given our small size, I also report a lot"

11/6/2022 9:54:19,Ash Ponders,@ash@mastodon.xyz,@ashponders,"Environment, climate, immigration, the policies thereof.","NYT, wsj, et al.",Freelance photojournalist in Arizona. http://ashponders.com

11/6/2022 9:57:00,Lance Knobel ,@lknobel@journa.host,@lknobel ,Local news,"Berkeleyside, Oaklandside","CEO, Cityside Journalism Initiative, a nonprofit local news organization "

11/6/2022 9:58:46,Ian Hill,@ianhillmedia@journa.host,@ianhillmedia,"Digital and social strategy, audience growth","TEGNA, ex-KQED and local print beat reporter","Helping 3,000 journalists grow their audience as part of Americaâs largest independent broadcast company. "

11/6/2022 10:06:20,Michael Petch,@MichaelPetch@mas.to,@MichaellPetch,"Science and Technology, Advanced manufacturing, frontier technology, industrial 3D printing, additive manufacturing",3dprintingindustry.com,"Editor-in-chief at 3D Printing Industry, interested in the future of manufacturing, economics of enterprise and frontier tech in all its multifarious splendor "

11/6/2022 10:21:43,Sheryl Huggins Salomon,@sherylhugg@mastodon.SDF.org,@sherylhugg,Health and health disparities ,"Everyday Health, Livestrong.com","Health journo, advisory board chair for City & State NY mag, alum of The Root, Columbia J-School. Academic Comms at NYU Silver"

11/6/2022 10:24:47,Jeff Perry,@jeffperry@social.lol,iamJeffPerry,Technology and Internet,clicked.substack.com,"I wrote about the internet, technology, and whiskey online"

11/6/2022 10:30:58,Caleb Crain,@calebcrain@mastodon.social,@caleb_crain,"history, literature","New Yorker, NYRB",Also a novelist

11/6/2022 10:31:21,Anna Bower,annabower@journa.host,@annabower,"Law/courts, with a focus on Trump-related criminal investigations  ",Lawfare (Lawfareblog.com) ,

11/6/2022 10:39:48,Christina Binkley,ChristinaBinkley@mas.to,@BinkleyOnStyle,The business of fashion and culture and sustainability,"Vogue Business, The Wall Street Journal, Hot Buttons Pod, New Yorker, Town & Country",Longtime journo and new podcaster. 

11/6/2022 10:40:53,Chris Stokel-Walker,@stokel@infosec.exchange,@stokel,Tech,Freelance - everywhere,Author of YouTubers and TikTok Boom

11/6/2022 10:55:52,Kerry K. Taylor,@squawkfox@mastodon.cloud,@squawkfox,"finance, business, personal finance","Toronto Star, Globe and Mail, CBC, ",Personal finance journalist 

11/6/2022 10:56:15,Tony Elkins,@telkins@newsie.social,@telkinsjr,Product ,Gannett,Product Director for Gannett

11/6/2022 11:01:03,Joe Fedewa,@tallshmo@mas.to,@tallshmo,Consumer electronics and services,How-To Geek,

11/6/2022 11:04:13,Todd A. Price,@tprice504@journa.host,@tprice504,"Food, culture, general news",USA Today Network/Gannett South papers,Enterprise reporter covering the South

11/6/2022 11:09:26,James Poniewozik,poniewozik@mstdn.social,poniewozik,"TV, culture",The New York Times,"NYT TV Critic, author of Audience of One: Donald Trump, Television and the Fracturing of America"

11/6/2022 11:15:26,Adam Conway,@AdamConway@mastodon.ie,https://twitter.com/AdamConwayIE,"Technology, politics, and esports","xda-developers.com, irishtech.ie, and on Twitter/Mastodon","Senior Technical Editor for XDA-Developers, Editor-in-Chief of IrishTech"

11/6/2022 11:19:58,Grant Marek,@grantmarek@sfba.social,@grant_marek,I cover the Bay Area and unexplored area of California.,SFGATE,"Iâm the editor in chief of SFGATE, the second largest media site in Calif. behind LATimes.com"

11/6/2022 11:23:16,David Slotnick,@ david_slotnick@mastodon.world,@david_slotnick,Airline business ,The Points Guy,

11/6/2022 11:37:50,Pine Island Glacier,AntarcticPIG,AntarcticPIG,Antarctic cryosphere,Scientific journals,I'm an ice shelf. I'm melting.

11/6/2022 11:39:09,Theres Luethi,@theresluethi@mastodon.social,@theresluethi,Science & Medicine,NZZ am Sonntag,Science and health editor and journalist

11/6/2022 11:46:01,Rae Solomon ,@raedear@journa.host,@raedear1,"Rural and small communities, ag and clim change. Northern Colorado ","KUNC, public radio for Northern Colorado kunc.org",Public radio reporter in Northern Colorado. Ex-architect 

11/6/2022 11:47:50,Maryn McKenna,@marynmck@mastodon.social,@marynmck,"public health, global health, food policy, diseases, antibiotics",WIRED,Senior writer at WIRED

11/6/2022 11:49:11,Elizabeth Grenier,@elizgrenier@c.im,Â elizgrenier,"Culture, Germany",DW (Deutsche Welle),"Canadian journalist in Berlin, DW Culture Online editor"

11/6/2022 11:50:29,James Temple,@jtemple@mas.to,@jtemple,"Climate change, clean energy, carbon removal, climate policy",MIT Technology Review,"Berkeley-based senior editor, climate and energy"

11/6/2022 11:58:32,Meghnad S,memeghnad@mastodon.social,https://mobile.twitter.com/memeghnad,"Public Policy, Parliament, Politics, Society and Tech","IVM Podcasts, Youtube","I'm a journalist, commentator, author and podcaster. Currently trying to build my own YouTube channel and venture into the civic education space."

11/6/2022 12:08:54,Steven Jambot,stevenjambot@journa.host,@stevenjambot,"Journalism, media, podcasts, radio",RFI,

11/6/2022 12:16:00,Andrew Dunn,@adunn@journa.host,@AndrewE_Dunn,"Healthcare, biotech, life sciences",Business Insider,

11/6/2022 12:19:22,Luke Bailey,@lukebailey@mstdn.social,@imbadatlife,Digital Culture ,inews.co.uk,Head of Digital at the i

11/6/2022 12:20:23,Vivian Ho,@vivianho@journa.host,@VivianHo,"Inequity, race, poverty, mental health, human interest",Primarily the Guardian,Freelance journalist based out of London

11/6/2022 12:22:07,Fco Javier Casas Ciria ,@cientounero@aws.community.social,,"Clinical Microbiology, antibiotics, resistence, virus",,

11/6/2022 12:22:23,Rachel Metz,@rachelmetz@mstdn.social,@rachelmetz,AI and VR,CNN,"not much else, but thanks for creating this list!"

11/6/2022 12:24:08,JP Asher,@JP@ieji.de,@jp_asher,Print specialist,East Anglian Daily Times and Ipswich Star,Formerly chief reporter at the Comet (North Hertfordshire)

11/6/2022 12:28:26,Tod Maffin,@tod@masthead.social,@todmaffin,"Marketing, business, technology, advertising industries ",Today in Digital Marketing,

11/6/2022 12:31:06,Anthony Avice DB ,@StoicViper@journa.host,@StoicViper,"Research, International Journalism, Geopolitics, MENA, Human rights, International Law, Security and foreign policy","JPost, Times of Israel, Areo Magazine, SAIS Hopkins, Freelance ","I write about MENA| Dreyfusard| B.A. & LL.B. student| Contributor:  @SAISHopkins ,  @Jerusalem_Post ,  @TimesofIsrael  &  @AreoMagazine | Ø§ØµØ¨Ø± ØªÙÙ | Vive la laÃ¯citÃ©!"

11/6/2022 12:44:04,Alexandra Samuel,@awsamuel@mastodon.online,@awsamuel,"remote and hybrid work, technology, digital culture, productivity and neurodiversity",The Wall Street Journal,"Freelance businesss, tech & data journalist; regular contributor to The Wall Street Journal & Harvard Business Review. Bylines in The Atlantic, National Observer, NY Times, JSTOR Daily & more."

11/6/2022 12:46:34,Liz Seegert,@lizseegert@mastodon.social,@lseegert,"aging, health care, health policy, social determinants of health","freelance: Next Avenue, Assn. of Health Care Journalists, American Journal of Nursing, TIME Health, syndicated in Forbes, MarketWatch ","Topic Editor, aging, for AHCJ, co-direct journalism fellowships for Gerontological Society of America and Journalism & Women Symposium (JAWS)"

