Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon),Feel free to add a brief bio,What hashtags (up to 5) best describe the content you post?,
11/20/2022 16:51:12,Gabriel Sigmund,@GabrielS@mstdn.science ,@PyC_Gabriel,"environmental science, technology and chemistry researcher working mainly on organic contaminant mobility and sorption, carbonaceous sorbents and pyrogenic carbon from fires",#environment #contaminant #pollution ,https://mstdn.science/@GabrielS

11/20/2022 17:21:18,Patrick van der Wel,@p_vanderwel@mastodon.social,@p_vanderwel,"Biochemist & solid-state NMR spectroscopist at the Univ. Groningen - research and teaching on molecular structure & dynamics, amyloids, Huntington disease, membrane biophysics, (bio)materials",#nmrchat #biophysics #amyloid #polyQ,https://mastodon.social/@p_vanderwel

11/20/2022 17:33:35,FrÃ©dÃ©ric Lamaty,@FredLamaty@maston.world,@FredLamaty,"Senior Scientist @CNRS in Montpellier (France), Green Organic chemist ",#greenchem #mechanochemistry #drugdiscovery #peptide #catalysis,https://maston.world/@FredLamaty

11/20/2022 20:11:06,Joseph P.,@tonic@scicomm.xyz,@josephpollack,producing a compound used in biofabrication and biomanufacturing ,#bio #biomanfacturing #biofabrication #med #metabolism,https://scicomm.xyz/@tonic

11/20/2022 20:25:30,Eric Stach,@eric_stach@mstdn.social,@eric_stach,"Professor at Penn in MSE. Director of Laboratory for Research on the Structure of Matter, and NSF MRSEC. Co-founder Hummingbird Scientific. Personal page, opinions my own.",,https://mstdn.social/@eric_stach

11/20/2022 20:45:36,Rebecca Willits,@Rwillits@mstdn.science,@willitslab,,,https://mstdn.science/@Rwillits

11/20/2022 20:56:46,Matthew Macariou,@ChemistMatthew@Mastodon.world,@ChemistMatthew,Podcaster host : Chemistry Made Simple podcast. Neurodivergent (autism and ADHD),#AlevelChemistry #ChemistryMadeSimple #ActuallyAutistic #ADHD,https://Mastodon.world/@ChemistMatthew

11/20/2022 21:07:53,Brett Garabedian,@Garabedian@mastodon.science,@BrettGarabedian,PhD Candidate with @jcpjim @scrippsresearch - Building immune therapies aimed at cancerâs sweet spot ð­ #glycotime @Garabedian@mastadon.science,#SialicAcid #Glycotime #Bioorthogonal #ClickChemistry #TPD,https://mastodon.science/@Garabedian

11/20/2022 21:10:41,Miranda Lynch,@MirandaLynchPhD@fediscience.org,@gammagirllab (now inactive),I am a quantitative scientist working in structural biology and protein dynamics. ,#StructuralBiology #Crystallography #MathBio #ProteinScience #ComputationalChemistry,https://fediscience.org/@MirandaLynchPhD

11/20/2022 22:16:09,Melanie Rodriguez,@Mel_1090@mstdn.science,@Mel_1090,,"#Chemistry, #ChemicalBiology, #synthesis, #TPD",https://mstdn.science/@Mel_1090

11/21/2022 2:00:25,Natalia Labadie,@natilabadie@masto.ai,@natilabadie,PhD student in computational and synthetic organic chemistry at IQUIR CONICET. Teaching statistics at National University of Rosario.,#compchem #orgchem #datasci #academia,https://masto.ai/@natilabadie

11/21/2022 5:23:27,Karel Berka,@caco3@scholar.social,@caco3cz,"physical chemist and biochemist by training, structural bioinformatician and cheminformatician in Chemical data lab at Department of physical chemistry, Palacky University Olomouc. ","#elixir, #structuralbiology, #sciencepolicy",https://scholar.social/@caco3

11/21/2022 5:29:30,Pratyush Kumar Mishra ,@pkmishra@mstdn.science,pkmishra92,"Early career researcher at Seoul National University, exploring proximity reactions in live cell for various applications. ",,https://mstdn.science/@pkmishra

11/21/2022 5:56:39,Lily Wang,@lilyminium@mastodon.social,lilyminium,"Science lead at Open Force Field, core developer of MDAnalysis, and noodle connoisseur","#compchem, #opensource, #scitwitter",https://mastodon.social/@lilyminium

11/21/2022 6:11:14,Roland Dunbrack,@RolandDunbrack@mstdn.science,@RolandDunbrack,,#structuralbioinformatics #alphafold2 #lgbtq ,https://mstdn.science/@RolandDunbrack

11/21/2022 6:27:23,Girinath Pillai,@giribio@mas.to,@giribio,Lead Scientist at Sygnature Discovery. Drug discovery and computational chemistry ,#compchem #qsar #drugdiscovery #longevity #bioinformatics,https://mas.to/@giribio

11/21/2022 7:19:41,pschmidtke,@pschmidtke@masto.ai,@pschmidtke,"European, trapped in France, interested in structural bioinformatics and drug discovery","drugdiscovery, compchem, sbdd, molecularmodelling, ",https://masto.ai/@pschmidtke

11/21/2022 7:32:17,Longyu Li,@Longyu_Li@mastodon.social,@Longyu_Li88,"Professor at Polymer Science and Engineering in Sichuan University, BS@Nankai, PhD @UmassAmherst, Postdoc@Berkeley, and @Dartmouth. A Manchester United Fan.",#chemistry #science #polymer #supramolecular #porous,https://mastodon.social/@Longyu_Li

11/21/2022 8:51:09,Tim Craggs - Craggs Lab,@TimCraggs@mstdn.science,@craggs_lab,"Senior Lecturer in Biophysics; Founder and Director at Exciting Instruments @EI_Science; Single-molecule FRET instrumentation, methods and applications; Dynamic Structural Biology",#Biophysics #OpenScience #smFRET #FaithAndScience #Family ,https://mstdn.science/@TimCraggs

11/21/2022 9:43:15,Julien Lefranc,@lefrancju@mstdn.science,@LefrancJu,medicinal Chemist @ Merck KGaA,#drugdiscovery #MedChem,https://mstdn.science/@lefrancju

11/21/2022 9:52:39,Rob Jackson,@jacksonroba@fosstodon.org,@robajackson,Computational Solid State Chemist at Keele University,"#Chemistry, #SocialMedia, #Politics",https://fosstodon.org/@jacksonroba

11/21/2022 10:36:29,Jeet Chakraborty,@UtopianChemist@vmst.io,@UtopianChemist,"I am postdoc @COMOC, UGent working on redox-active porous materials for photo and electrocatalysis."," #Catalysis,  #Photochemistry, #Electrochemistry, #PorousMaterial, #CCU",https://vmst.io/@UtopianChemist

11/21/2022 12:05:10,Evelyn Hosner,@evelynho@sueden.social,@evelyn_ho_,Working at Thieme Chemistry,#organicsynthesis #womeninchemistry #thiemefamily #cheminar #organicchemistry,https://sueden.social/@evelynho

11/21/2022 12:39:21,Philippe Schwaller,@pschwllr@sigmoid.social,pschwllr,Tenure-Track Assistant Professor of Digital Chemistry at EPFL | Laboratory of Artificial Chemical Intelligence (LIAC) | NCCR_Catalysis | prev IBM Research | ML/AI-accelerated Chemistry,#compchem #ml4chem #chemtwitter,https://sigmoid.social/@pschwllr

11/21/2022 12:40:21,Fabien Ferrage,@fabferrage@fediscience.org,@fabferrage,"Senior scientist at CNRS, assoc. prof. at ENS -PSL, Paris, France",#NMRChat #ChemistsWhoCook,https://fediscience.org/@fabferrage

11/21/2022 12:59:34,Fiona Shortt de Hernandez,@fionashorttdehernandez@mstdn.social,@SOSChem,Senior Director @thiemechemistry PhD in organic synthesis and MBA. Founder @cheminclusion,#cheminclusion #chemistry #DEI #womeninchemistry #publishing #chemtwitter,https://mstdn.social/@fionashorttdehernandez

11/21/2022 13:44:22,Jim Wright,@jwrig002@mstdn.science,@jwrig002,Chemists turned safety pro,#chemsafety #biosafety #chemistry #cleanenergy #circulareconomy,https://mstdn.science/@jwrig002

11/21/2022 14:51:24,Kristen Kulinowski,@Kulinowski@mastodon.world,@kulinowski,"STPI Director. SciPol, nano, disasters etc. @AmerChemSociety Fellow. Frmr @chemsafetyboard member",#sciencepolicy,https://mastodon.world/@Kulinowski

11/21/2022 20:18:15,Andryj Borys,@AndryjBorys@mstdn.science,@AndryjBorys,Post-Doc in Main-Group and Organometallic Chemistry,#Chemistry #RealTimeChem #Nickel #Phosphorus #NMR,https://mstdn.science/@AndryjBorys

11/21/2022 21:50:40,Josh Kellogg,@naturalproductsci@sciencemastodon.com,@jkellogg916,"Assistant Professor at Penn State University, we look at natural product discovery for infectious diseases and develop some analytical chemistry/metabolomics tools along the way.",#naturalproducts #ethnobotany #metabolomics #massspectrometry #infectiousdisease,https://sciencemastodon.com/@naturalproductsci

11/22/2022 2:42:11,SosthÃ¨ne Ung,@sostheneung@ohai.social,@SostheneUng,"Recent PhD Graduate from the CJ Li lab at McGill University, MontrÃ©al. I worked on developping novel phosphorylation reactions for the construction of carbon-phosphorus(V) bonds in a more sustainable way. Love SciComm",#Chemistry #Phosphorus #OrganicChemistry #Sustainability #SciComm,https://ohai.social/@sostheneung

11/22/2022 4:50:55,Mayuri Sadoine,@MayuriSadoine@mstdn.social,@MayuriSadoine,"Biophysics, sensors, microfluidics, microbes",,https://mstdn.social/@MayuriSadoine

11/22/2022 4:55:20,Jocelyne Bouzaid,@redruby17@mstdn.social,redruby17,"Scientist, communicator, educator. Fan of logic, born to be awesome, often described as weird but in a good way. My opinions are my own. Expect typos. She/her",#WomenInSTEM #leadership #cats #change,https://mstdn.social/@redruby17

11/22/2022 5:34:31,sara h mejias,@sarahmejias@mastodon.world,@sarahmejias3,,#science ,https://mastodon.world/@sarahmejias

11/22/2022 7:42:04,Michel Gravel,@michelgravel@mstdn.science,@michelgravel6,"Professor of chemistry at the University of Saskatchewan, Canada. Organic and computational chemistry.",#chemistry #aromaticity #organic #annulenes #NHC,https://mstdn.science/@michelgravel

11/22/2022 9:22:35,Simon Krause,@krauselab@qoto.org ,@SimonKrause39,Researcher working on dynamic crystals and materials - now with a lab account on mastodo,#Chemistry #openscience #MOFs #science,https://qoto.org/@krauselab 

11/22/2022 9:38:49,Kyle Pearce,@KyleGPearce@mstdn.science,@KyleGpearce,Main-Group Chemistry Research Associate - Hill Group - Bath University,#RealTimeChem #Chemistry #NMR #Phosphorus #Crystallography,https://mstdn.science/@KyleGPearce

11/22/2022 15:36:53,Volker Blum,@volkerblum@nerdculture.de,@aimsduke,"Computational materials scientist and computational chemist at Duke University, developer of electronic structure methods (FHI-aims), tries to use computation to understand semiconductors (inorganic, organic-inorganic), nanostructures, molecular properties, spectroscopies and more.",,https://nerdculture.de/@volkerblum

11/22/2022 17:25:58,Stijn De Baerdemacker ,@cortogantese@mastodon.social,@cortogantese,quantum chemist @unb | canada research chair | looking for excuses to do math | @Staedtler pigment liner 0.3mm,#theochem #compchem #quantum #sketch,https://mastodon.social/@cortogantese

11/22/2022 20:57:46,Matthew Leech,@MattTheChemist@mastodon.world,@MattTheChemist,Former organometallic and phosphorus chemist. Research Fellow in Electrosynthesis at University of Greenwich. Views my own. He/Him,#Chemistry #RealTimeChem #OrganoEChem #ChemiVerse,https://mastodon.world/@MattTheChemist

11/22/2022 21:47:44,Charles Machan,@drchawz@mastodon.online,@drchawz,,,https://mastodon.online/@drchawz

11/22/2022 22:37:11,Sam Daly,@samofmidworld@mastodonapp.uk,@samofmidworld,Chem PhD student @ TheLeeLab (Cambridge) | 3D super res and fluorophores,#microscopy #chemistry #biophysics #SMLM #activism,https://mastodonapp.uk/@samofmidworld

11/23/2022 3:56:36,Tehshik Yoon,@tehshikyoon@mstdn.social,@tehshikyoon,,,https://mstdn.social/@tehshikyoon

11/23/2022 9:31:24,Rienk Eelkema,@RienkEelkema@mstdn.science,@EelkemaLab,PI @ TU Delft | org chem | soft matter | responsive materials | radiation | chemical reaction networks,#chemicalreactionnetworks #gelsgelsgels #radiochemotherapy #sciencepolicy #outofequilibrium,https://mstdn.science/@RienkEelkema

11/23/2022 19:01:11,Ahmad R Kirmani,@AhmadRKirmani@mstdn.social,@AhmadRKirmani,Incoming Assistant Professor at the Rochester Institute of Technology (RIT) in chemistry and materials science. @Kirmani_Group will advance printed electronics for terrestrial and space applications.,#perovskites #solarcells #spacetech #printedelectronics ,https://mstdn.social/@AhmadRKirmani

11/23/2022 23:15:57,Andreas Goetz,@awgoetz@mastodon.online,@awgoetz,"I lead a research group in Data-Driven and High-Performance Computational Chemistry at the San Diego Supercomputer Center at the University of California, San Diego. I develop HPC and GPU-enabled multi-scale simulation methods in the Amber molecular simulations package and the QUICK quantum chemistry code. Born in Germany, lived in Italy and the Netherlands, settled in the US.",#compchem #hpc #MolecularDynamics #QuantumChemistry #MachineLearning ,https://mastodon.online/@awgoetz

11/24/2022 0:11:02,Jen Koviach-CÃ´tÃ©,@JenKoviachCote@mstdn.science,@JenKoviachCote,Organic chemist at Bates College,#chemistry #chemed #realtimechemistry,https://mstdn.science/@JenKoviachCote

11/24/2022 6:28:15,Steven Kirk,@srk@mstdn.science,,"Computational Chemist, BEACON Research Group, Hunan Normal University, China. Interested in #ultrafast #electrondynamics, #chirality, chemical topology. Research website: https://www.beaconresearch.org/",#computationalchemistry #science #theoreticalchemistry #chemicalphysics,https://mstdn.science/@srk

11/25/2022 3:52:34,Stephan Scheeff (Chemistry Research),@organic_chemistry@mstdn.social,_org_chemistry,"Short excerpts about recent developments in the field of total synthesis, catalysis, organocatalysis, metathesis and organic chemistry in general. Currated by Stephan Scheeff (Post-Doc at CUHK, School of Pharmacy)",#OrganicChemistry #MedChem,https://mstdn.social/@organic_chemistry

11/25/2022 7:44:14,Guillaume Prestat,@PrestatG@mastodon.world,@PrestatG,Professor Organic Chemistry UniversitÃ© Paris CitÃ©,,https://mastodon.world/@PrestatG

11/26/2022 7:33:18,Magnus Kjaergaard,@Proteinmagnus@mastodon.social,@Proteinmagnus,Protein biophysicist working on protein disorder and dynamics.,#biophysics #protein,https://mastodon.social/@Proteinmagnus

11/26/2022 14:43:23,AlexHenderson,@alexhenderson@fosstodon.org,@AlexHenderson00,"Manchester Univ. UK. Hyperspectral imaging using IR, mass spec, Raman, MALDI etc. Data analysis, data management, semantics. CLIRSPEC. SurfaceSpectra.",#infrared #tofsims #knowledgegraphs #chemometrics #mva,https://fosstodon.org/@alexhenderson

11/26/2022 16:18:19,Paul Dauenhauer,@pauldauenhauer@sciencemastodon.com,@pauldauenhauer,"Professor, MacArthur Fellow, Lakril Technologies, Sironix Renewables, Carba, ARC",#ChemTwitter ,https://sciencemastodon.com/@pauldauenhauer

11/28/2022 9:34:59,Christian,@scipython@mastodon.world,@scipython3,Former Spectroscopist and eternal Pythonista now working in Nuclear Fusion at the IAEA,#Python #Physics #Chemistry #Fusion,https://mastodon.world/@scipython

11/28/2022 14:03:38,Anat Milo,@anat@ioc.exchange,@anatmilo,Physical Organic Chemist ,#PhysOrg #ChemLab #Catalysis #Organocatalysis #MachineLearning,https://ioc.exchange/@anat

11/30/2022 20:07:15,Henrique C. S. Junior,@hcs@mathstodon.xyz,,Computational chemist from Rio de Janeiro. Working mostly with molecular magnetism and organic photochemistry.,#compchem #inorgchem #photochem,https://mathstodon.xyz/@hcs

12/1/2022 16:43:06,Raphael Berger,@rjf_berger@mathstodon.xyz,,"Docent for inorganic chemistry and adj. prof. for physical chemistry, dad, cycling afficionado",Science that is interesting and some fun,https://mathstodon.xyz/@rjf_berger

12/2/2022 20:34:18,Colin Rathbun,@rathbun@mstdn.science,,Assistant Professor at Dickinson College. Chemical biologist. Bioluminescent protein tool developer. Scrappy python coder.,#chembio #chemicalbiology #python,https://mstdn.science/@rathbun

12/3/2022 11:47:25,Thorn-Seshold Lab,@ThornSesholdLab@mstdn.science,@ThornSesholdLab,"LMU Munich, Chemical Biology",#chembio #orgsyn #photochem #chemicalbiology #chemicalprobes,https://mstdn.science/@ThornSesholdLab

12/5/2022 0:32:14,"Heather Price, PhD",@huprice@mastodon.social,@huprice,Chemistry professor at North Seattle College. My research focus is integrating climate justice and civic engagement into general and GOB chemistry and facilitating faculty to do the same across STEM and humanities curriculum. ,#ClimateJustice #ChemEd #ClimateAction #CivicEngagementInSTEM #SocialJusticeInSTEM,https://mastodon.social/@huprice

12/5/2022 17:45:56,Virtual Winter School on Computational Chemistry,@CompChemVirtual@mstdn.science,@CompChemVirtual,This is an online conference covering a broad range of topics in computational and theoretical chemistry. Talks are delivered live via conferencing software.,#compchem #cheminformatics #theoreticalchemistry #onlineconference #vwscc,https://mstdn.science/@CompChemVirtual

12/12/2022 7:30:32,Zach Bennett,@Zdbennett@mastodon.world,@zacharybennettt,Chemistry PhD student at UW-Madison,#bioinorganic #graduatestudent #spectroscopy #chemicalbiology #metalloenzymes,https://mastodon.world/@Zdbennett

12/13/2022 6:44:29,Ferruccio Palazzesi,@FPalazzesi22@mastodon.social,@FPalazzesi22,Senior supervisor - computational chemist @ Evotec (Verona-Italy),#compchem #AI #ML #chemjob #researchneverstops,https://mastodon.social/@FPalazzesi22

12/13/2022 12:18:50,Andrew Henry,@bspahh@sciencemastodon.com,bspahh,Principal Scientist in the support group at Chemical Computing Group,#compchem,https://sciencemastodon.com/@bspahh

12/13/2022 18:39:30,Jay Forsythe,@jaygforsythe@mastodon.social,@DrJayTweets,"Associate Professor, Chemistry and Biochemistry, College of Charleston (he/him)",#PUI #TeamMassSpec,https://mastodon.social/@jaygforsythe

12/13/2022 18:53:18,Nicholas Erickson,@nerickson@mastodon.social,,,,https://mastodon.social/@nerickson

12/15/2022 13:22:53,Dario CambiÃ¨,@dcambie@social.mpdl.mpg.de,@dariocambie,Continuous Flow Chemistry Group Leader at MPI-KG,,https://social.mpdl.mpg.de/@dcambie

12/15/2022 23:21:26,Anthony Nash,@acnash@mastodon.social,@AnthonyC1Nash,"Senior Research Scientist in theoretical biophysics (membrane and ECM proteins), medical epidemiology, and science software development.",#compchem #gromacs #proteins ,https://mastodon.social/@acnash

12/16/2022 6:20:07,Polly Fordyce,@pollyfordyce@mstdn.science,fordycelab,"Associate Professor of Bioengineering & Genetics at Stanford, Sarafan ChEM-H, Chan Zuckerberg Investigator","#microfluidics, #high-throughput #protein-engineering #biophysics #bioengineering",https://mstdn.science/@pollyfordyce

12/16/2022 11:57:59,AndrÃ© Shamsabadi,@andreshamsabadi@mstdn.science,,Postdoctoral Research Associate in Nanodiagnostics at Imperial College London,#Chemistry #Nanozyme #Bioconjugate #Immunoassay #AntibodyModification,https://mstdn.science/@andreshamsabadi

12/16/2022 18:17:07,Greg Friestad,@gkfriestad@mstdn.social,@gkfriestad,"Organic chemist; Associate Professor, University of Iowa","#chemistry, #OrganicChemistry, #organicsynthesis",https://mstdn.social/@gkfriestad

12/16/2022 21:27:12,Harrison Specht,@harrisonspecht@fediscience.org,@harrisonspecht,Scientist using mass spectrometry and chemistry to explore biology,#proteomics #teammassspec #biology #chemistry,https://fediscience.org/@harrisonspecht

12/16/2022 21:28:30,Liz Decolvenaere,@tallakahath@scicomm.xyz,tallakahath,"ChE PhD and Sr. Scientist @DEShawResearch, opinions mine. Comp chemist, cosplayer, plushie maker, D&D & LARP GM, Dragon Con sci track. Bad at social media. She/they",#compchem #quantumchem #cosplay #dragoncon #blahaj,https://scicomm.xyz/@tallakahath

12/16/2022 22:16:21,RSC_CICAG,@rsccicag@sciencemastodon.com,@RSC_CICAG,This the account for RSC Chemical Information and Computer Applications Group. ,#cheminformatics #compchem ,https://sciencemastodon.com/@rsccicag

12/16/2022 23:49:02,Christine Beavers,@XtalGrrl@c.im,@xtalgrrl,,#shitposts #crystallography #synchrotrons #dei #diffraction,https://c.im/@XtalGrrl

12/17/2022 0:11:15,Brittany Trang,@brittanytrang@newsie.social,@brittanytrang,"Sharon Begley Science Reporting Fellow at STAT News, PhD chemist (with Will Dichtel), AAAS Mass Media alum from the Milwaukee Journal Sentinel","#PFAS, #sciencejournalism, #health, #medicine ",https://newsie.social/@brittanytrang

12/17/2022 0:12:28,George Giambasu,@ggiambasu@mas.to,@ggiambasu,Theoretical chemist. Drug discovery at Merck Chemistry.,#compchem #rna #rnaworld,https://mas.to/@ggiambasu

12/17/2022 0:48:23,Jiayu Peng,@jiayu_peng@mstdn.science,@peng_jiayu,Postdoc @RGBLabMIT @mit_dmse | @EELabMIT alum,"Physics-informed, data-driven materials design for decarbonization",https://mstdn.science/@jiayu_peng

12/17/2022 11:00:30,Niklas Geue,@GeueNiklas@mstdn.science,@GeueNiklas,"PhD Student in Chemistry at The University of Manchester, Mass Spectrometry and Supramolecular Chemistry",#massspectrometry #supramolecular #chemistry #analytical #ionmobility,https://mstdn.science/@GeueNiklas

12/17/2022 14:54:48,Jenny Yang,@jennyyangchemist@mastodon.world,icjennikins,"mom, scientist, interested in energy and climate",@chemistry @academicmom @inorganic @energy @sustainability,https://mastodon.world/@jennyyangchemist

12/18/2022 0:02:47,Shin Hum Cho,@shinhum@mastodon.online,ShinHumCho,"Keimyung University, Chemical Engineering","Nanocrystal, Plasmonics, Defect Chemistry, Chemical Engineering, Korea",https://mastodon.online/@shinhum

12/18/2022 4:07:56,Jessie Li,@Jessieli729@mstdn.social,@Jessieli729,"Hi, my name is Jess and Iâm a student majoring in chemistry, biology, and political science at Binghamton University and I was recently accepted into a PhD program for Chemistry. Itâs so nice to meet you! ",#Chemistry #Biology #GradSchool #Phd #ChemicalBiology,https://mstdn.social/@Jessieli729

12/18/2022 9:27:56,Chris Swain,@macinchem@sciencemastodon.com,@macinchem,Macs in Chemistry plus lots of cheminformatics and compchem stuff,#apple #cheminformatics #chemistry,https://sciencemastodon.com/@macinchem

12/18/2022 14:04:45,Mariana Rossi,@mahrossi@social.mpdl.mpg.de,@mpsd_sabia,,,https://social.mpdl.mpg.de/@mahrossi

12/18/2022 15:30:12,John Protasiewicz,@DrP_CWRU@mstdn.science,@DrP_CWRU,Professor of Chemistry at Case Western Reserve University (CWRU),#phosphorus #chemistry #inorganic #maingroup ,https://mstdn.science/@DrP_CWRU

12/18/2022 20:13:06,Michele Ceriotti,@michele_ceriotti@mastodon.social,@MicheleCeriotti,"Italian in Switzerland, PI @lab_COSMO, looking after Giacomo, Enrico & Filippo.","#machinelearning, #compchem, #baking, #dyi",https://mastodon.social/@michele_ceriotti

12/18/2022 20:34:33,Brandon Tate,@brandontate@mastodon.social,@BrandonKTate,Professor of chemistry and environmental science at Bowdoin College in Maine. Birder and photographer.,#Birds #NaturePhotography #RealTimeChem #HigherEd,https://mastodon.social/@brandontate

12/19/2022 9:41:43,Karat Sidhu,@karat@mstdn.science,@karat_sidhu,,#teamMassSpec #Metabolomics #Proteomics #LCMS #Isotopes,https://mstdn.science/@karat

12/19/2022 13:55:15,Bethany Halford,@bethanyhalford@sciencemastodon.com,@beth_halford,Science reporter and chemistry writer,#chemistry #sciencenews,https://sciencemastodon.com/@bethanyhalford

12/19/2022 14:15:59,Colette Whitfield,@C_J_Whitfield@mstdn.social,@C_J_Whitfield,Scientist in IVD | Freelance @NatRevChem | Previously @MPI_polymer and @UniofNewcastle | Biochemistry | Biotechnology | Views are my own | She/ her,,https://mstdn.social/@C_J_Whitfield

12/19/2022 18:20:27,Xacobe Cambeiro,@cambeiro@mstdn.science,@CambeiroChem,,,https://mstdn.science/@cambeiro

12/19/2022 22:11:49,"Melissa D. Hellman, ELS",@hellmanmd@home.social,@hellmanmd,Synthetic organic chemistâturnedâeditor and writer,#science #food #editing #cats #knitting,https://home.social/@hellmanmd

12/20/2022 6:15:57,Simon Hammann,@simonhammann@mstdn.science,@simon_hammann,"Juniorprofessor for Food Safety and Quality at FAU Erlangen-NÃ¼rnberg. Does research in all things lipids in modern food and archaeological samples, focused on chromatography and mass spectrometry methods. Enjoys bird/wildlife photography, good food and athletics.",,https://mstdn.science/@simonhammann

12/20/2022 12:40:41,Charles Tapley Hoyt,@cthoyt@scholar.social,cthoyt,"Bio/cheminformatician, software developer, open scientist. Research Fellow at Harvard Medical School remote in Germany.",#cheminformatics #bioinformatics #foss #machinelearning,https://scholar.social/@cthoyt

12/20/2022 20:35:56,Fernando Herranz,@F_Herranz@mstdn.science,@F_Herranz,Chemist working on molecular imaging and nanomedicine for cardio and neuro,#nanomedicine #molecularimaging #bioorthogonal,https://mstdn.science/@F_Herranz

12/20/2022 21:39:24,Chris Waudby,@chriswaudby@mstdn.science,@chris_waudby,"Lecturer in Biomolecular NMR, UCL School of Pharmacy",#nmrchat,https://mstdn.science/@chriswaudby

12/21/2022 3:34:58,Jennifer Poulin,@jenny_conserv@canada.masto.host,@Jenny_Conserv,"Conservation Scientist writing about the organic chemistry of fine art, archaeology and museum objects.",#HeritageScience #Dyes #Museum #ModernMaterials #GCMS,https://canada.masto.host/@jenny_conserv

12/21/2022 13:01:54,Henrik Pedersen,@henke@mastodon.se,@hacp81,"Materials Chemist, Professor at @liu_universitet. Thin films by #CVDep and #ALDep. Dad, #MTB enthusiast, rally co-driver",#CVDep #ALDep #ALEtch,https://mastodon.se/@henke

12/21/2022 14:43:17,Dmitry Baranov,@bardmital@mstdn.social,@bardmital,A tenure-track faculty in Chemical Physics at Lund University ,"#FluorescenceFriday, #visualanalogies, #nanocrystals,",https://mstdn.social/@bardmital

12/22/2022 12:14:15,Beilstein-Institut,@BeilsteinInst@mstdn.science,@BeilsteinInst,"The non-profit foundation is dedicated to unrestricted access to scientific research. Through the publication of the #DiamondOA journals (Beilstein Journal of Organic #Chemistry and the Beilstein Journal of #Nanotechnology), the Beilstein Symposia, Beilstein Talks and data standardization projects such as STRENDA and MIRAGE , Beilstein actively supports direct scientific exchange and fosters #OpenScience.","DiamondOA, chemistry, nanotechnology, OpenScience, DataStandards",https://mstdn.science/@BeilsteinInst

12/22/2022 22:51:57,Chad Risko,@cmrisko@mstdn.science,@cmrisko,Associate Professor of Chemistry @ the University of Kentucky,#chemistry,https://mstdn.science/@cmrisko

12/23/2022 4:58:24,Patrick Gunning (Gunning Group),@gunninglabuoft@mstdn.science,@GunningLabUofT,"Multidisciplinary team of molecular architects using #medicinalchemistry & #molecularrecognition to design better medicines. Led by Prof. Patrick Gunning, Centre for Medicinal Chemistry, University of Toronto Mississauga #Chemistry #ChemistryMastodon #ScienceMastodon #Chemiverse #ChemToots",#medicinalchemistry #chemicalbiology #drugdiscovery #medchem #chembio,https://mstdn.science/@gunninglabuoft

12/23/2022 22:45:27,Clean energy lab UToronto,@Cleanuoft@mastodon.world,Cleanuoft,Alex Voznyy lab,"Chemistry, machine learning",https://mastodon.world/@Cleanuoft

12/25/2022 2:44:50,Dip Hait,@fullCIalchemist@mstdn.social,@fullCIalchemist,Theoretical chemist working on developing and applying electronic structure methods. ,#compchem #physchem,https://mstdn.social/@fullCIalchemist

12/31/2022 15:15:46,Science and me,@Science_and_me@mstdn.science,,graduated from the Faculty of Materials Science of Lomonosov Moscow State University; now working in the Laboratory of functional materials synthesis at the Kurnakov Institute of General and Inorganic Chemistry of RAS,#thoughts #materials #philosophy #nano #articles,https://mstdn.science/@Science_and_me

1/2/2023 14:51:22,Anthony L. Fernandez,@afernandezphd@mstdn.science,@afernandezphd,Husband and father of two. Chemistry professor at Merrimack College. I may have a soccer problem. Views expressed here are my own. he/him/his,,https://mstdn.science/@afernandezphd

1/2/2023 22:12:06,Rishab Dutta,@quantizedrishab@qubit-social.xyz,,Ph.D. candidate at Rice University,#quantum #chemistry #compchem #theochem #scicomm,https://qubit-social.xyz/@quantizedrishab

1/4/2023 15:55:15,Yann Trolez,@YTrolez@sciences.re,@YTrolez,"Associate Professor, Univ Rennes",,https://sciences.re/@YTrolez

1/5/2023 2:08:35,Yutan Getzler,@GetzlerChem@mstdn.science,@GetzlerChem,"Polymers & sustainability at Kenyon College, a selective small college",#polymers #sustainability #ProfLife #PUI,https://mstdn.science/@GetzlerChem

1/6/2023 12:39:00,Carlson Alexander,@carlalex_chem@masto.nu,@Carl_chemX,"Cathlic, trying to understand biology through coordination chemistry and spectroscopy, DPhil student in Inorganic Chemistry at Oxford.","#chemistry, #f_elements, #lanthanides, #radiochemistry, #anions, #supramolecular, #coordinationchemistry, #luminescence, #MRI, #imaging",https://masto.nu/@carlalex_chem

1/16/2023 12:59:55,Vincent Guillerm,@gecniv@mastodon.social,@gecniv,"Molecule Architect // Traveler // Photographer; Science, Music & Art have no border; Research Scientist at KAUST, designing porous materials (MOFs, COFs, etc.)",#MOFs #porousmaterials #chemistry #topology #research,https://mastodon.social/@gecniv

